id,title,classification,century,culture,image_path
32340,Seal of Gerbasios (?) Doukas protospatharios (?) and chartoularios (?) of (Chaldia and?) Derzene (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32340.jpg
32343,Seal of N. imperial spatharios and paraphylax of Amorion (VII/VIII c.),Seals,,Byzantine,images/Byzantine/Seals/32343.jpg
32357,"Seal of the ""people"" (of the monastery) of Kellivara (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32357.jpg
32367,"Seal of Theod(ore/osios?) anthypatos, patrikios, and domestikos of the Schools of the West (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32367.jpg
32374,Seal of Theophylaktos imperial protospatharios and protonotarios of the Aigaioi (IX/X c.),Seals,,Byzantine,images/Byzantine/Seals/32374.jpg
32379,Seal of Isidore chartoularios of Bithynia (VII/VIII c.),Seals,,Byzantine,images/Byzantine/Seals/32379.jpg
32397,"Seal of Niketas Chalkoutzes, protospatharios and episkeptites of Maiandros (XI/XII c.)",Seals,,Byzantine,images/Byzantine/Seals/32397.jpg
32398,"Seal of Michael the Nabatean, episkeptites of the Optimatoi and of Dorylaion (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32398.jpg
32411,Seal of Nicholas imperial protospatharios and strategos of Chrysava (X c.),Seals,,Byzantine,images/Byzantine/Seals/32411.jpg
32416,"Seal of Manuel Barsakes, imperial protospatharios and strategos of Hellas (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32416.jpg
32419,Seal of Constantine (?) archon tou blattiou and kommerkiarios of Abydos (VIII/IX c.),Seals,,Byzantine,images/Byzantine/Seals/32419.jpg
32421,Seal of Gregory monk and abbot of the imperial lavra of Maleinos (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32421.jpg
32452,Seal of Demetrios imperial protospatharios and strategos of the Anatolikoi (VIII c.),Seals,,Byzantine,images/Byzantine/Seals/32452.jpg
32463,"Seal of Basil (?) Xeros, imperial protospatharios epi tou Chrsotriklinou, judge of the Hippodrome and of the Anatolikoi (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32463.jpg
32473,Seal of Abramios imperial spatharios and archon of Abydos (IX c.),Seals,,Byzantine,images/Byzantine/Seals/32473.jpg
32492,Seal of Leo protospatharios and strategos of Melitene (X c.),Seals,,Byzantine,images/Byzantine/Seals/32492.jpg
32496,Seal of Leo bishop of Adraneia (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32496.jpg
32498,Seal of Theod[....] protospatharios epi tes megales hetaireias and anagrapheus of the Armeniakoi (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32498.jpg
32514,Seal of Theoktistos imperial kandidatos and protonotarios of the Thrakesioi (IX/X c.),Seals,,Byzantine,images/Byzantine/Seals/32514.jpg
32521,Seal of Sophronios archbishop of Miletos (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32521.jpg
32532,Seal of Theo[le]ptos imperial protospatharios epi ton oikeiakon and kommerkiarios of Chaldia (X c.),Seals,,Byzantine,images/Byzantine/Seals/32532.jpg
32540,Seal of Symeon protospatharios and chartoularios of the Bulgarians (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32540.jpg
32563,"Seal of Constantine ho tou Serviotou, protospatharios, mystolektes and eparchos ton praitorion of the domestikos of the Schools of the Orient (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32563.jpg
32572,Seal of Pantherios imperial protospatharios and strategos of the Thrakesioi (X c.),Seals,,Byzantine,images/Byzantine/Seals/32572.jpg
32576,Seal of Philotheos metropolitan of Euchaita (X c.),Seals,,Byzantine,images/Byzantine/Seals/32576.jpg
32580,"Seal of Michael spatharokandidatos, imperial notarios and archon of Nicaea (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32580.jpg
32597,Seal of Niketas imperial spatharokandidatos and archon ton Bicheton (?) (IX c.),Seals,,Byzantine,images/Byzantine/Seals/32597.jpg
32602,"Seal of Michael Saronites, protospatharios epi tou Chrysotriklinou, chartoularios of the gentikou logothesion, judge of the Velum and anagrapheus of Chaldia and Derzene (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32602.jpg
32613,Seal of Nikephoros (bishop) of Pyrgion (XI/XII c.),Seals,,Byzantine,images/Byzantine/Seals/32613.jpg
32623,Seal of Nicholas imperial kandidatos and phorologos of Abydos (X c.),Seals,,Byzantine,images/Byzantine/Seals/32623.jpg
32624,"Seal of N. Moschos (?), praipositos epi tou koitonos, anagrapheus and chartoularios of the Kibyrraiotai (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32624.jpg
32629,Seal of the New Monastery of Kosmas Tzintziloukios (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32629.jpg
32630,"Seal of Gregory patrikios, imperial protospatharios and strategos of Macedonia (X c.)",Seals,,Byzantine,images/Byzantine/Seals/32630.jpg
32669,"Seal of Constantine Karkaronymos, (metropolitan) of Lakedaimonia (XII/XIII c.)",Seals,,Byzantine,images/Byzantine/Seals/32669.jpg
32683,Seal of Marinos bishop of Monembasia (VIII c.),Seals,,Byzantine,images/Byzantine/Seals/32683.jpg
32690,Seal of N. protospatharios and strategos of the Boukellarioi (IX/X c.),Seals,,Byzantine,images/Byzantine/Seals/32690.jpg
32692,Seal of Nikephoros protospatharios and ek prosopou of the strategos of the Optimatoi (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32692.jpg
32702,Seal of Michael spatharokandidatos epi tou Chrysotriklinou and basilikos of the Optimatoi (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32702.jpg
32731,Seal of John protospatharios and katepano of Ras (X c.),Seals,,Byzantine,images/Byzantine/Seals/32731.jpg
32737,"Seal of Leo anthypatos, patrikios, vestes and katepano of the Mardaitai (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32737.jpg
32746,Seal of Eustathios imperial spatharios and eparchos of Thessalonica (VIII c.),Seals,,Byzantine,images/Byzantine/Seals/32746.jpg
32755,Seal of Artavasdos stragos of the Anatolikoi (IX c.),Seals,,Byzantine,images/Byzantine/Seals/32755.jpg
32778,Seal of Theodosios imperial protospatharios and strategos of Cephalonia and Longobardia (X c.),Seals,,Byzantine,images/Byzantine/Seals/32778.jpg
32780,Seal of Aetios protospatharios and strategos of Preslav (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32780.jpg
32783,Seal of Stephanos imperial protospatharios and ek prosopou of Hellas (X c.),Seals,,Byzantine,images/Byzantine/Seals/32783.jpg
32785,Seal of Constantine Lependrenos (?) chartoularios and horreiarios of the dromos (?) of the Anatolikoi (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32785.jpg
32793,Seal of N. asekretis and judge of Nikopolis (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32793.jpg
32797,Seal of Manuel servant of Christ and tourmarches of the imperial Lykandos (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32797.jpg
32804,Seal of Constantine komes of the Paphlagonians (?) (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32804.jpg
32814,Seal of the proedros ( = bishop) of Bonditza (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32814.jpg
32815,Seal of Basil asekretis and ek prosopou of Cephalonia (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32815.jpg
32825,Seal of John protokentarchos of the judge of the Thrakesioi (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32825.jpg
32834,Seal of Michael protospatharios and ek prosopou of Cappadocia (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32834.jpg
32840,Seal of Basil asekretis and protonotarios of Charsianon (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32840.jpg
32851,"Seal of John imperial protospatharios, asekretis and anagrapheus of Hellas (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32851.jpg
32863,Seal of Michael imperial protospatharios and strategos of Paphlagonia (X c.),Seals,,Byzantine,images/Byzantine/Seals/32863.jpg
32868,Seal of Euphemianos imperial protospatharios and strategos of Hellas (VIII/IX c.),Seals,,Byzantine,images/Byzantine/Seals/32868.jpg
32873,Seal of Stephanos epoptes of Paphlagonia (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32873.jpg
32877,"Seal of Baanes patrikios, magistros and komes of Hieron (VII/VIII c.)",Seals,,Byzantine,images/Byzantine/Seals/32877.jpg
32891,"Seal of N., patrikios, imperial protospatharios and strategos of Hellas (VIII c.)",Seals,,Byzantine,images/Byzantine/Seals/32891.jpg
32900,Seal of Constantine (imperial?) spatharios and chartoularios of the Thrakesioi (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32900.jpg
32905,"Seal of Tornikios Aporos (?), protospatharios, strategos of Cappadocia (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32905.jpg
32909,Seal of Leo spatharokandidatos and protonotarios of Paphlagonia (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32909.jpg
32914,"Seal of Nicholas imperial vestitor, skribas and katepano of the Paphlagonians (IX/X c.)",Seals,,Byzantine,images/Byzantine/Seals/32914.jpg
32916,Seal of John imperial protospatharios epi ton oikeiakon and judge of Chaldia (X c.),Seals,,Byzantine,images/Byzantine/Seals/32916.jpg
32932,Seal of Theognostos oikonomos of Ephesos (IX c.),Seals,,Byzantine,images/Byzantine/Seals/32932.jpg
32933,Seal of Michael (metropolitan) of Kyzikos (XI c.),Seals,,Byzantine,images/Byzantine/Seals/32933.jpg
32957,"Seal of N. Tetragonites, spatharokandidatos and judge of Chaldia (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/32957.jpg
32964,"Seal of Constantine patrikios, imperial protospatharios and strategos of Sicily (IX c.)",Seals,,Byzantine,images/Byzantine/Seals/32964.jpg
32980,Seal of Constantine protokentarchos of Aigaion Pelagos (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/32980.jpg
32989,Seal of Eusthathios imperial spatharios and tourmarches of Macedonia (X c.),Seals,,Byzantine,images/Byzantine/Seals/32989.jpg
33009,Seal of the Virgin of Chrysopolis (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33009.jpg
33021,Seal of the bishop of Kitros (XI/XII c.),Seals,,Byzantine,images/Byzantine/Seals/33021.jpg
33036,Seal of Leo dioiketes of Rhyndakos (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33036.jpg
33061,Seal of Stephanos (metropolitan) of Sardeis (XII c.),Seals,,Byzantine,images/Byzantine/Seals/33061.jpg
33063,Seal of Paul chartoularios and horreiarios of Amisus (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/33063.jpg
33077,Seal of Leo imperial spatharokandidatos and ..... of Croatia (X/XI c.),Seals,,Byzantine,images/Byzantine/Seals/33077.jpg
33110,"Seal of John imperial semeiophoros, koumerkiarios of Attaleia and Cyprus (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/33110.jpg
33130,"Seal of Michael Maurikas, vestarches and katepano of Dyrrachion (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/33130.jpg
33160,"Seal of Theodo..., bishop of Keramos (?) (VII/VIII c.)",Seals,,Byzantine,images/Byzantine/Seals/33160.jpg
33161,"Seal of Sergios imperial protospatharios, judge of the Hippodrome and of the Opsikion (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/33161.jpg
33170,Seal of Constantine proedros (metropolitan) of the Thessalians (XII c.),Seals,,Byzantine,images/Byzantine/Seals/33170.jpg
33181,"Seal of John Kostomyres, pr... (?), dishypatos and judge of the Cycladic Islands (XI c.)",Seals,,Byzantine,images/Byzantine/Seals/33181.jpg
33184,Seal of Niketas bishop of Ionopolis (and chartoularios) of the Great Orphanotropehion (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33184.jpg
33186,Seal of the proedros (= archbishop rather than metropolitan) of Corfou (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33186.jpg
33192,Seal of Niketas judge of the Thrakesioi (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33192.jpg
33226,"Seal of N., patrikios, imperial protospatharios and strategos of the Thrakesioi (VIII c.)",Seals,,Byzantine,images/Byzantine/Seals/33226.jpg
33229,Seal of Gregory imperial protospatharios and judge of Chaldia (X c.),Seals,,Byzantine,images/Byzantine/Seals/33229.jpg
33254,Seal of Constantine (bishop or metropolitan) of Tiberioupolis (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33254.jpg
33265,"Seal of Gregoras imperial spatharios and archon of Cherson (IX c., first half)",Seals,,Byzantine,images/Byzantine/Seals/33265.jpg
33267,Seal of Thomas bishop of Eudokias (XI c.),Seals,,Byzantine,images/Byzantine/Seals/33267.jpg
33294,"Seal of Leo spatharokandidatos, asekretis, and judge of Calabria (X/XI c.)",Seals,,Byzantine,images/Byzantine/Seals/33294.jpg
33307,"Seal of N., patrikios, imperial protospatharios and strategos of Sicily (IX c.)",Seals,,Byzantine,images/Byzantine/Seals/33307.jpg
33566,Seal of Euphemianos imperial protospatharios and strategos of Hellas (VIII/IX c.),Seals,,Byzantine,images/Byzantine/Seals/33566.jpg
77733,Pilgrim Flask with Scenes of St. Menas,Vessels,4th-7th century,Byzantine,images/Byzantine/Vessels/77733.jpg
148224,Small Unguentarium,Vessels,4th-7th century,Byzantine,images/Byzantine/Vessels/148224.jpg
191132,Pilgrim Flask with Scenes of St. Menas,Vessels,4th-7th century,Byzantine,images/Byzantine/Vessels/191132.jpg
227472,Sgraffito Dish with Bird and Plant,Vessels,12th century,Byzantine,images/Byzantine/Vessels/227472.jpg
287382,Jar,Vessels,8th-10th century,Byzantine,images/Byzantine/Vessels/287382.jpg
287383,Bottle,Vessels,4th-5th century CE,Byzantine,images/Byzantine/Vessels/287383.jpg
288634,One-handled Jug,Vessels,7th century,Byzantine,images/Byzantine/Vessels/288634.jpg
289130,Miniature Ampulla with Cross,Vessels,1st millennium CE,Byzantine,images/Byzantine/Vessels/289130.jpg
191929,Painted Fragment of an Attic Volute Decoration,Architecture Elements,6th-5th century BCE,Greek,images/Greek/Architecture Elements/191929.jpg
293120,"FRAGMENT OF STUCCO,FROM FLOOR OF TEMPLE AT AEGINA",Architecture Elements,,Greek,images/Greek/Architecture Elements/293120.jpg
287354,Antefix in the Shape of a Mask of Silenos,Architecture Elements,5th century BCE,Greek,images/Greek/Architecture Elements/287354.jpg
287380,Antefix in the Form of the Head of a Satyr,Architecture Elements,5th century BCE,Greek,images/Greek/Architecture Elements/287380.jpg
288838,Column Fragment,Architecture Elements,,Greek,images/Greek/Architecture Elements/288838.jpg
289562,Architectural Molding Fragment with Painted Tongue Pattern,Architecture Elements,,Greek,images/Greek/Architecture Elements/289562.jpg
290750,Lion Head Spout,Architecture Elements,4th century BCE,Greek,images/Greek/Architecture Elements/290750.jpg
290785,Fragment of Marble Column,Architecture Elements,,Greek,images/Greek/Architecture Elements/290785.jpg
291713,Doric Capital,Architecture Elements,2nd-1st century BCE,Greek,images/Greek/Architecture Elements/291713.jpg
4617,"Coin of Kassander, Macedonia",Coins,4th-3rd century BCE,Greek,images/Greek/Coins/4617.jpg
4618,"Obol of Himera, Sicily",Coins,5th century BCE,Greek,images/Greek/Coins/4618.jpg
4860,Tetradrachm of Hyspaosines of Characene,Coins,2nd century BCE,Greek,images/Greek/Coins/4860.jpg
4862,"Tetradrachm of Antiochos II, Antioch",Coins,3rd century BCE,Greek,images/Greek/Coins/4862.jpg
5195,"coin of Maximinus from Ancialos, Thrace",Coins,3rd century CE,Greek,images/Greek/Coins/5195.jpg
5202,Hekte of Kyzikos,Coins,Unidentified century,Greek,images/Greek/Coins/5202.jpg
5304,Hekte of Kyzikos,Coins,5th-4th century BCE,Greek,images/Greek/Coins/5304.jpg
5317,Trial Piece for a Tetradrachm of Philip V of Macedon,Coins,3rd-2nd century BCE,Greek,images/Greek/Coins/5317.jpg
11266,Blank Flan from Kyzikos,Coins,4th century BCE,Greek,images/Greek/Coins/11266.jpg
12422,"Coin of Antinoos from the Arcadian League, probably struck in Mantineia",Coins,2nd century CE,Greek,images/Greek/Coins/12422.jpg
20688,"Coin of Smyrna, Ionia",Coins,2nd-1st century BCE,Greek,images/Greek/Coins/20688.jpg
20693,Stater of  Aigina,Coins,6th century BCE,Greek,images/Greek/Coins/20693.jpg
20698,Denarius of  Juba II of Mauretania,Coins,1st century BCE-1st century CE,Greek,images/Greek/Coins/20698.jpg
20720,AE Seleucid,Coins,,Greek,images/Greek/Coins/20720.jpg
20764,"Coin of Amisos, Pontos",Coins,2nd century BCE-1st  century CE,Greek,images/Greek/Coins/20764.jpg
20768,Drachm of  Mithradates VI of Pontos,Coins,1st century BCE,Greek,images/Greek/Coins/20768.jpg
27556,Tetartemorion from uncertain Ionian mint,Coins,6th-5th century BCE,Greek,images/Greek/Coins/27556.jpg
31857,semis of Heraclius,Coins,7th century,Greek,images/Greek/Coins/31857.jpg
71681,Stater of Corinth (Sicilian copy),Coins,4th century CE,Greek,images/Greek/Coins/71681.jpg
99548,Coin of Nikopolis under Julia Domna,Coins,2nd-3rd century CE,Greek,images/Greek/Coins/99548.jpg
100535,Stater of Terone (?),Coins,5th century,Greek,images/Greek/Coins/100535.jpg
101880,Coin of Sauromates I of Bosporus,Coins,1st-2nd century CE,Greek,images/Greek/Coins/101880.jpg
102338,Coin of Mithradates of Bosporus,Coins,1st century CE,Greek,images/Greek/Coins/102338.jpg
20701,"Tetradrachm of Ptolemy I of Egypt, Alexandria,",Coins,4th-3rd century BCE,Greek,images/Greek/Coins/20701.jpg
4835,Octodrachm of Alexander I of Macedonia,Coins,5th century BCE,Greek,images/Greek/Coins/4835.jpg
4861,"Tetradrachm of Kamnaskires I of Elymais, Susa",Coins,2nd century BCE,Greek,images/Greek/Coins/4861.jpg
5308,"Tetradachm of Seleukos I, Seleukeia-on-the-Tigris, second workshop",Coins,3rd century BCE,Greek,images/Greek/Coins/5308.jpg
72397,Coin of Sardis,Coins,3rd century CE,Greek,images/Greek/Coins/72397.jpg
5305,Hekte of Kyzikos,Coins,Unidentified century,Greek,images/Greek/Coins/5305.jpg
20836,Drachm of Thasos,Coins,5th-4th century BCE,Greek,images/Greek/Coins/20836.jpg
20724,"Coin of  Kos, island off Caria",Coins,3rd-2nd century BCE,Greek,images/Greek/Coins/20724.jpg
20692,Stater of Corinth,Coins,4th century BCE,Greek,images/Greek/Coins/20692.jpg
31952,"Coin of Commodus, Bargasa (Caria)",Coins,2nd century CE,Greek,images/Greek/Coins/31952.jpg
20706,"Coin of Amisos, Pontos",Coins,2nd-1st century BCE,Greek,images/Greek/Coins/20706.jpg
71082,Didrachm of Selinous (Sicily),Coins,6th century BCE,Greek,images/Greek/Coins/71082.jpg
20835,Coin of Athens,Coins,1st century BCE,Greek,images/Greek/Coins/20835.jpg
93805,Forty-Eighth Stater of Ionia,Coins,6th-5th century BCE,Greek,images/Greek/Coins/93805.jpg
31875,"Tetarte (triobol) of Ptolemy I Soter, Alexandria",Coins,4th-3rd century BCE,Greek,images/Greek/Coins/31875.jpg
4863,Nomos of Kroton struck over a didrachm of Leontinoi,Coins,5th century BCE,Greek,images/Greek/Coins/4863.jpg
20685,"Tetradrachm of Demetrios II of Syria, Second Reign, Damascus",Coins,2nd century BCE,Greek,images/Greek/Coins/20685.jpg
5324,"Tetradrachm of Antiochos II, Sardis",Coins,3rd century BCE,Greek,images/Greek/Coins/5324.jpg
20709,"Drachm of Knidos, Caria",Coins,4th century BCE,Greek,images/Greek/Coins/20709.jpg
99086,Coin of Demetrios II of Syria,Coins,2nd century CE,Greek,images/Greek/Coins/99086.jpg
20708,"Coin of Amisos, Pontos",Coins,2nd-1st century BCE,Greek,images/Greek/Coins/20708.jpg
71145,Didrachm of Selinous (Sicily),Coins,6th century BCE,Greek,images/Greek/Coins/71145.jpg
71521,Coin of Athens (reproduction),Coins,,Greek,images/Greek/Coins/71521.jpg
98560,Coin of Ephesos,Coins,2nd century BCE-1st  century CE,Greek,images/Greek/Coins/98560.jpg
21185,"Coin of  Cleopatra VII, Egypt",Coins,1st century BCE,Greek,images/Greek/Coins/21185.jpg
93908,Stater of Aegina (Double-Struck),Coins,6th-5th century BCE,Greek,images/Greek/Coins/93908.jpg
77270,"Coin of Alexander III the Great, Macedonia",Coins,4th century CE,Greek,images/Greek/Coins/77270.jpg
101843,Double Denarius of Sauromates II of Bosporos,Coins,2nd-3rd century CE,Greek,images/Greek/Coins/101843.jpg
20690,Coin of  Prusias II of Bithynia,Coins,2nd century BCE,Greek,images/Greek/Coins/20690.jpg
11267,Countermarked Coin of Antiochos II from Sardis,Coins,3rd century BCE,Greek,images/Greek/Coins/11267.jpg
101845,Coin of Mithradates VI Eupator,Coins,2nd-1st century BCE,Greek,images/Greek/Coins/101845.jpg
71147,Didrachm of Selinous (Sicily),Coins,6th century BCE,Greek,images/Greek/Coins/71147.jpg
71522,Coin of Athens (reproduction),Coins,,Greek,images/Greek/Coins/71522.jpg
71240,Stater of Side,Coins,5th-4th century BCE,Greek,images/Greek/Coins/71240.jpg
21108,"Coin of Ptolemy V Epiphanes,  Alexandria",Coins,3rd-2nd century BCE,Greek,images/Greek/Coins/21108.jpg
20723,DIdrachm of  Rhodes,Coins,4th century BCE,Greek,images/Greek/Coins/20723.jpg
93909,Tetradrachm of Athens (Egyptian imitation?),Coins,5th-4th century BCE,Greek,images/Greek/Coins/93909.jpg
100807,Coin of Ptolemy V,Coins,3rd-2nd century BCE,Greek,images/Greek/Coins/100807.jpg
20727,"Drachm of  Alexander III, the Great, 'Kolophon'",Coins,4th century BCE,Greek,images/Greek/Coins/20727.jpg
102339,Coin of Mithradates VI Eupator,Coins,2nd-1st century BCE,Greek,images/Greek/Coins/102339.jpg
20695,Tetradrachm of  Thasos,Coins,2nd century BCE,Greek,images/Greek/Coins/20695.jpg
20299,Didrachm of Tarentum,Coins,3rd century BCE,Greek,images/Greek/Coins/20299.jpg
97549,Coin of Seleucus I,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/97549.jpg
5201,Twenty-fourth Stater of Kyzikos,Coins,5th century BCE,Greek,images/Greek/Coins/5201.jpg
20700,Coin of Ptolemy VIII Euergetes,Coins,2nd century BCE,Greek,images/Greek/Coins/20700.jpg
20689,tetradrachm of Eumenes I of Pergamon with portrait of Philetairos,Coins,3rd century BCE,Greek,images/Greek/Coins/20689.jpg
20716,"Coin of  Ptolemy V Epiphanes, Egypt",Coins,2nd century BCE,Greek,images/Greek/Coins/20716.jpg
20704,"Drachm of Demetrios Poliorketes, Tarsos",Coins,3rd century BCE,Greek,images/Greek/Coins/20704.jpg
20771,"Tetradrachm of Alexander III, the Great, Damascus",Coins,4th century BCE,Greek,images/Greek/Coins/20771.jpg
102343,Coin of Gortyn,Coins,2nd-1st century BCE,Greek,images/Greek/Coins/102343.jpg
71541,Coin of Crete (reproduction),Coins,,Greek,images/Greek/Coins/71541.jpg
31159,"Coin of Cleopatra VII, Alexandria",Coins,1st century BCE,Greek,images/Greek/Coins/31159.jpg
101844,Coin of Sauromates II of Bosporus,Coins,2nd-3rd century CE,Greek,images/Greek/Coins/101844.jpg
99551,Tetradrachm of Seleucus I,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/99551.jpg
5553,"Tetradrachm from Himera, Sicily",Coins,5th century BCE,Greek,images/Greek/Coins/5553.jpg
20726,"Posthumous Tetradrachm of Lysimachos, Byzantium",Coins,2nd century BCE,Greek,images/Greek/Coins/20726.jpg
20712,"Coin of Cosa, Etruria",Coins,3rd century BCE,Greek,images/Greek/Coins/20712.jpg
21024,"Hemidrachm of  Parion, Mysia",Coins,4th century BCE,Greek,images/Greek/Coins/21024.jpg
100512,Coin of Eleusis,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/100512.jpg
20694,Tetradrachm of Athens,Coins,5th century BCE,Greek,images/Greek/Coins/20694.jpg
20763,Tetradrachm of Ptolemy VI,Coins,2nd century BCE,Greek,images/Greek/Coins/20763.jpg
20713,Coin of  Hieron II of Syracuse,Coins,3rd century BCE,Greek,images/Greek/Coins/20713.jpg
48207,Coin of Tyre,Coins,4th century BCE,Greek,images/Greek/Coins/48207.jpg
71542,Coin of Crete (reproduction),Coins,,Greek,images/Greek/Coins/71542.jpg
99897,Shekel of Tyre,Coins,1st century BCE,Greek,images/Greek/Coins/99897.jpg
99898,Tetradrachm of Philip,Coins,1st century BCE,Greek,images/Greek/Coins/99898.jpg
100578,Coin of Eleusis,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/100578.jpg
20696,Stater of Corinth,Coins,5th century BCE,Greek,images/Greek/Coins/20696.jpg
57571,"tetrobol from the district of of Bottiaea, Macedon, struck in the capital of Pella.",Coins,2nd century BCE,Greek,images/Greek/Coins/57571.jpg
20717,"Coin of  Antiochos I, Syria",Coins,3rd century BCE,Greek,images/Greek/Coins/20717.jpg
57556,Coin of  Seuthes III of Thrace,Coins,4th century BCE,Greek,images/Greek/Coins/57556.jpg
71543,Coin of Epirus (reproduction),Coins,,Greek,images/Greek/Coins/71543.jpg
100461,Coin of Termessos Major,Coins,1st century BCE,Greek,images/Greek/Coins/100461.jpg
102349,Coin of Corcyra,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/102349.jpg
20710,Tetradrachm of Athens,Coins,5th century BCE,Greek,images/Greek/Coins/20710.jpg
71520,"Tetradrachm of Perseus, Macedonia (reproduction)",Coins,2nd century BCE,Greek,images/Greek/Coins/71520.jpg
20769,"Coin of  Byzantion, Thrace",Coins,3rd century BCE,Greek,images/Greek/Coins/20769.jpg
70115,Hundred Litrai of Syracuse,Coins,4th century BCE,Greek,images/Greek/Coins/70115.jpg
71680,Decadrachm of Syracuse (Fake),Coins,,Greek,images/Greek/Coins/71680.jpg
101830,Coin of Knossos under Tharsydikas,Coins,1st century BCE,Greek,images/Greek/Coins/101830.jpg
117299,Coin of Eleusis,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/117299.jpg
20725,Triobol of  Athens,Coins,5th century BCE,Greek,images/Greek/Coins/20725.jpg
71970,"Coin of Perseus, Macedonia (reproduction)",Coins,2nd century BCE,Greek,images/Greek/Coins/71970.jpg
20838,Coin of  Hieron II of Syracuse,Coins,3rd century BCE,Greek,images/Greek/Coins/20838.jpg
72078,Litra of Syracuse under Dionysios I,Coins,4th century BCE,Greek,images/Greek/Coins/72078.jpg
71884,Coin of Corinth (reproduction),Coins,,Greek,images/Greek/Coins/71884.jpg
101850,"Coin of Knossos, probably under Tharsydikas",Coins,1st century BCE,Greek,images/Greek/Coins/101850.jpg
117300,Coin of Eleusis,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/117300.jpg
27289,Stater of Uncertain Asia Minor Mint,Coins,5th century BCE,Greek,images/Greek/Coins/27289.jpg
72273,"Coin of Mithradates VI, Amisos (Pontos)",Coins,2nd century BCE,Greek,images/Greek/Coins/72273.jpg
21161,"Didrachm of Ptolemy IV?, Egypt",Coins,3rd century BCE,Greek,images/Greek/Coins/21161.jpg
94119,Plated Hekte of Kyzikos,Coins,4th century BCE,Greek,images/Greek/Coins/94119.jpg
71885,Coin of Aegina (reproduction),Coins,,Greek,images/Greek/Coins/71885.jpg
101881,Coin of Knossos under Tauriadas,Coins,1st century BCE,Greek,images/Greek/Coins/101881.jpg
117301,Coin of Eleusis,Coins,4th-3rd century BCE,Greek,images/Greek/Coins/117301.jpg
27579,"Obol of the dynast Uvug, Lycia",Coins,5th century BCE,Greek,images/Greek/Coins/27579.jpg
72274,"Coin of Mithradates VI, Amisos (Pontos)",Coins,2nd century BCE,Greek,images/Greek/Coins/72274.jpg
21162,"Coin of Ptolemy III, Egypt",Coins,3rd century BCE,Greek,images/Greek/Coins/21162.jpg
94219,"Litra of Selinous, Countermarked",Coins,4th century BCE,Greek,images/Greek/Coins/94219.jpg
71886,Coin of Lokris Opuntia (reproduction),Coins,,Greek,images/Greek/Coins/71886.jpg
